Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
Logone-Occidental,3,8.719645,15.766285,2019-10-16,h19v08,614.0,2680.0,0.4569,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2019-11-01,h19v08,614.0,2680.0,0.4313,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2019-11-17,h19v08,614.0,2680.0,0.3433,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2019-12-03,h19v08,614.0,2680.0,0.288,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2019-12-19,h19v08,614.0,2680.0,0.1975,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-01-01,h19v08,614.0,2680.0,0.2077,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-01-17,h19v08,614.0,2680.0,0.1698,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-02-02,h19v08,614.0,2680.0,0.1572,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-02-18,h19v08,614.0,2680.0,0.1567,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-03-05,h19v08,614.0,2680.0,0.1682,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-03-21,h19v08,614.0,2680.0,0.197,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-04-06,h19v08,614.0,2680.0,0.1641,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-04-22,h19v08,614.0,2680.0,0.2007,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-05-08,h19v08,614.0,2680.0,0.2249,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-05-24,h19v08,614.0,2680.0,0.2782,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-06-09,h19v08,614.0,2680.0,0.3536,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-06-25,h19v08,614.0,2680.0,0.3694,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-07-11,h19v08,614.0,2680.0,0.413,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-07-27,h19v08,614.0,2680.0,0.4102,3294.0,0b0000110011011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-08-12,h19v08,614.0,2680.0,0.4515,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-08-28,h19v08,614.0,2680.0,0.4333,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-09-13,h19v08,614.0,2680.0,0.3796,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-09-29,h19v08,614.0,2680.0,0.4548,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-10-15,h19v08,614.0,2680.0,0.4339,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-10-31,h19v08,614.0,2680.0,0.4087,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-11-16,h19v08,614.0,2680.0,0.2765,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-12-02,h19v08,614.0,2680.0,0.2592,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2020-12-18,h19v08,614.0,2680.0,0.2086,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-01-01,h19v08,614.0,2680.0,0.191,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-01-17,h19v08,614.0,2680.0,0.1684,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-02-02,h19v08,614.0,2680.0,0.1718,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-02-18,h19v08,614.0,2680.0,0.1682,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-03-06,h19v08,614.0,2680.0,0.1631,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-03-22,h19v08,614.0,2680.0,0.1833,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-04-07,h19v08,614.0,2680.0,0.2011,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-04-23,h19v08,614.0,2680.0,0.162,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-05-09,h19v08,614.0,2680.0,0.2337,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-05-25,h19v08,614.0,2680.0,0.3134,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-06-10,h19v08,614.0,2680.0,0.3878,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-06-26,h19v08,614.0,2680.0,0.4659,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-07-12,h19v08,614.0,2680.0,0.4306,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-07-28,h19v08,614.0,2680.0,0.3613,3298.0,0b0000110011100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b11,High,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-08-13,h19v08,614.0,2680.0,0.4159,3158.0,0b0000110001010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-08-29,h19v08,614.0,2680.0,0.4239,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-09-14,h19v08,614.0,2680.0,0.4015,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-09-30,h19v08,614.0,2680.0,0.3866,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-10-16,h19v08,614.0,2680.0,0.4327,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-11-01,h19v08,614.0,2680.0,0.3448,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-11-17,h19v08,614.0,2680.0,0.2691,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-12-03,h19v08,614.0,2680.0,0.1992,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2021-12-19,h19v08,614.0,2680.0,0.1838,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-01-01,h19v08,614.0,2680.0,0.2223,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-01-17,h19v08,614.0,2680.0,0.1882,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-02-02,h19v08,614.0,2680.0,0.1466,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-02-18,h19v08,614.0,2680.0,0.1859,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-03-06,h19v08,614.0,2680.0,0.1473,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-03-22,h19v08,614.0,2680.0,0.1645,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-04-07,h19v08,614.0,2680.0,0.1861,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-04-23,h19v08,614.0,2680.0,0.3194,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-05-09,h19v08,614.0,2680.0,0.313,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-05-25,h19v08,614.0,2680.0,0.304,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-06-10,h19v08,614.0,2680.0,0.3552,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-06-26,h19v08,614.0,2680.0,0.3287,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-07-12,h19v08,614.0,2680.0,0.3115,2186.0,0b0000100010001010,0b10,"Pixel produced, but most probably cloudy",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-07-28,h19v08,614.0,2680.0,0.4744,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-08-13,h19v08,614.0,2680.0,0.3277,35294.0,0b1000100111011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
Logone-Occidental,3,8.719645,15.766285,2022-08-29,h19v08,614.0,2680.0,0.3824,2062.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-09-14,h19v08,614.0,2680.0,0.3841,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-09-30,h19v08,614.0,2680.0,0.3753,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-10-16,h19v08,614.0,2680.0,0.4126,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-11-01,h19v08,614.0,2680.0,0.3502,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-11-17,h19v08,614.0,2680.0,0.2922,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-12-03,h19v08,614.0,2680.0,0.2089,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2022-12-19,h19v08,614.0,2680.0,0.1792,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-01-01,h19v08,614.0,2680.0,0.1694,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-01-17,h19v08,614.0,2680.0,0.1648,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-02-02,h19v08,614.0,2680.0,0.1984,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-02-18,h19v08,614.0,2680.0,0.1699,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-03-06,h19v08,614.0,2680.0,0.1937,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-03-22,h19v08,614.0,2680.0,0.2023,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-04-07,h19v08,614.0,2680.0,0.1694,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-04-23,h19v08,614.0,2680.0,0.1735,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-05-09,h19v08,614.0,2680.0,0.2165,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-05-25,h19v08,614.0,2680.0,0.2717,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-06-10,h19v08,614.0,2680.0,0.2804,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-06-26,h19v08,614.0,2680.0,0.5078,3226.0,0b0000110010011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-07-12,h19v08,614.0,2680.0,0.5179,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-07-28,h19v08,614.0,2680.0,0.4186,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-08-13,h19v08,614.0,2680.0,0.4591,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-08-29,h19v08,614.0,2680.0,0.5278,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-09-14,h19v08,614.0,2680.0,0.4538,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-09-30,h19v08,614.0,2680.0,0.4607,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-10-16,h19v08,614.0,2680.0,0.4233,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Logone-Occidental,3,8.719645,15.766285,2023-11-01,h19v08,614.0,2680.0,0.3521,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
